dataset,dataset_label,scope,filename,column_position,column_name
foundation,Foundation Foods,extracted_data_csv,sub_sample_result.csv,2,adjusted_amount
foundation,Foundation Foods,extracted_data_csv,sub_sample_result.csv,3,lab_method_id
foundation,Foundation Foods,extracted_data_csv,sub_sample_result.csv,4,nutrient_name
fndds,FNDDS,extracted_data_csv,fndds_derivation.csv,1,derivation code
fndds,FNDDS,extracted_data_csv,fndds_derivation.csv,2,derivation description
fndds,FNDDS,extracted_data_csv,food.csv,1,fdc_id
fndds,FNDDS,extracted_data_csv,food.csv,2,data_type
fndds,FNDDS,extracted_data_csv,food.csv,3,description
fndds,FNDDS,extracted_data_csv,food.csv,4,food_category_id
fndds,FNDDS,extracted_data_csv,food.csv,5,publication_date
fndds,FNDDS,extracted_data_csv,food_attribute.csv,1,id
fndds,FNDDS,extracted_data_csv,food_attribute.csv,2,fdc_id
fndds,FNDDS,extracted_data_csv,food_attribute.csv,3,seq_num
fndds,FNDDS,extracted_data_csv,food_attribute.csv,4,food_attribute_type_id
fndds,FNDDS,extracted_data_csv,food_attribute.csv,5,name
fndds,FNDDS,extracted_data_csv,food_attribute.csv,6,value
fndds,FNDDS,extracted_data_csv,food_attribute_type.csv,1,id
fndds,FNDDS,extracted_data_csv,food_attribute_type.csv,2,name
fndds,FNDDS,extracted_data_csv,food_attribute_type.csv,3,description
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,1,id
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,2,fdc_id
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,3,nutrient_id
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,4,amount
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,5,data_points
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,6,derivation_id
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,7,min
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,8,max
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,9,median
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,10,footnote
fndds,FNDDS,extracted_data_csv,food_nutrient.csv,11,min_year_acquired
fndds,FNDDS,extracted_data_csv,food_portion.csv,1,id
fndds,FNDDS,extracted_data_csv,food_portion.csv,2,fdc_id
fndds,FNDDS,extracted_data_csv,food_portion.csv,3,seq_num
fndds,FNDDS,extracted_data_csv,food_portion.csv,4,amount
fndds,FNDDS,extracted_data_csv,food_portion.csv,5,measure_unit_id
fndds,FNDDS,extracted_data_csv,food_portion.csv,6,portion_description
fndds,FNDDS,extracted_data_csv,food_portion.csv,7,modifier
fndds,FNDDS,extracted_data_csv,food_portion.csv,8,gram_weight
fndds,FNDDS,extracted_data_csv,food_portion.csv,9,data_points
fndds,FNDDS,extracted_data_csv,food_portion.csv,10,footnote
fndds,FNDDS,extracted_data_csv,food_portion.csv,11,min_year_acquired
fndds,FNDDS,extracted_data_csv,food_update_log_entry.csv,1,id
fndds,FNDDS,extracted_data_csv,food_update_log_entry.csv,2,description
fndds,FNDDS,extracted_data_csv,food_update_log_entry.csv,3,last_updated
fndds,FNDDS,extracted_data_csv,input_food.csv,1,id
fndds,FNDDS,extracted_data_csv,input_food.csv,2,fdc_id
fndds,FNDDS,extracted_data_csv,input_food.csv,3,fdc_of_input_food
fndds,FNDDS,extracted_data_csv,input_food.csv,4,seq_num
fndds,FNDDS,extracted_data_csv,input_food.csv,5,amount
fndds,FNDDS,extracted_data_csv,input_food.csv,6,sr_code
fndds,FNDDS,extracted_data_csv,input_food.csv,7,sr_description
fndds,FNDDS,extracted_data_csv,input_food.csv,8,unit
fndds,FNDDS,extracted_data_csv,input_food.csv,9,portion_code
fndds,FNDDS,extracted_data_csv,input_food.csv,10,portion_description
fndds,FNDDS,extracted_data_csv,input_food.csv,11,gram_weight
fndds,FNDDS,extracted_data_csv,input_food.csv,12,retention_code
fndds,FNDDS,extracted_data_csv,measure_unit.csv,1,id
fndds,FNDDS,extracted_data_csv,measure_unit.csv,2,name
fndds,FNDDS,extracted_data_csv,nutrient.csv,1,id
fndds,FNDDS,extracted_data_csv,nutrient.csv,2,name
fndds,FNDDS,extracted_data_csv,nutrient.csv,3,unit_name
fndds,FNDDS,extracted_data_csv,nutrient.csv,4,nutrient_nbr
fndds,FNDDS,extracted_data_csv,nutrient.csv,5,rank
fndds,FNDDS,extracted_data_csv,survey_fndds_food.csv,1,fdc_id
fndds,FNDDS,extracted_data_csv,survey_fndds_food.csv,2,food_code
fndds,FNDDS,extracted_data_csv,survey_fndds_food.csv,3,wweia_category_number
fndds,FNDDS,extracted_data_csv,survey_fndds_food.csv,4,start_date
fndds,FNDDS,extracted_data_csv,survey_fndds_food.csv,5,end_date
fndds,FNDDS,extracted_data_csv,wweia_food_category.csv,1,wweia_food_category
fndds,FNDDS,extracted_data_csv,wweia_food_category.csv,2,wweia_food_category_description
