entity_id,ingredient_name,odor_descriptor,molecule_count
331,Syzygium,unpleasant odor@disagreeable odor like garlic@pungent,1
331,Syzygium,unpleasant@choking odor,1
331,Syzygium,winey,1
331,Syzygium,wood odor@flowery-fresh odor and reminiscent of lily of the valley,1
331,Syzygium,woody or resinous aroma@piney,1
333,Zingiber,characteristic,4
333,Zingiber,sweet,4
333,Zingiber,camphor-like odor,3
333,Zingiber,floral odor,3
333,Zingiber,odorless,3
333,Zingiber,piney,3
333,Zingiber,pungent,3
333,Zingiber,citrus odor,2
333,Zingiber,fatty,2
333,Zingiber,floral,2
333,Zingiber,fragrant,2
333,Zingiber,fruity,2
333,Zingiber,fruity odor,2
333,Zingiber,gasoline-like odor,2
333,Zingiber,green,2
333,Zingiber,odor of hyacinth@pleasant,2
333,Zingiber,pleasant,2
333,Zingiber,pleasant odor,2
333,Zingiber,powerful,2
333,Zingiber,slight,2
333,Zingiber,slight peppermint odor@characteristic odor similar to menthol,2
333,Zingiber,strong,2
333,Zingiber,strong lemon odor,2
333,Zingiber,waxy,2
333,Zingiber,acetone odor,1
333,Zingiber,acetone-like odor@sweet,1
333,Zingiber,acrid odor,1
333,Zingiber,aldehyde odor,1
333,Zingiber,almond-like odor.,1
333,Zingiber,almost floral odor when highly purified,1
333,Zingiber,also similar to cananga@medicinal odor,1
333,Zingiber,and fruity odor@odor reminiscent of cedar wood@violet-like upon dilution,1
333,Zingiber,and orange-like odor,1
333,Zingiber,anise oil odor,1
333,Zingiber,apple-like odor@powerful penetrating,1
333,Zingiber,banana,1
333,Zingiber,burnt sweet@hot fat@disagreeable choking odor,1
333,Zingiber,but aromatic,1
333,Zingiber,but pleasant banana-like odor.@sweet fruity smell,1
333,Zingiber,but weaker@penetrating,1
333,Zingiber,buttery,1
333,Zingiber,camphoraceous,1
333,Zingiber,camphoraceous odor,1
333,Zingiber,characteristic ether-like odor reminiscent of pineapple.@fragrant odor@ether-like,1
333,Zingiber,characteristic fruity odor (on dilution)@strong,1
333,Zingiber,characteristic odor ... becoming more pronounced and less agreeable on aging or exposure to air@penetrating odor@acquires terebinthinate odor upon oxidation@pleasant lemon-like@characteristic orange odor@characteristic odor of orange peels@citrus odor,1
333,Zingiber,characteristic odor of pine@odor of turpentine,1
333,Zingiber,characteristic odor or volatile oil of almond@odor resembling oil of bitter almond,1
333,Zingiber,characteristic rose-like odor@pure pea has an extremely mild roselike odor. >@99% pure vary in odor because of the impurities present.,1
333,Zingiber,characteristic sweetish,1
333,Zingiber,characteristic turpentine odor@dry,1
333,Zingiber,characteristic@sweet alcohol@pleasant,1
333,Zingiber,characteristically disagreeable,1
333,Zingiber,citrus,1
333,Zingiber,cooling,1
333,Zingiber,decayed cabbage.,1
333,Zingiber,delicate flowery odor@mild,1
333,Zingiber,disagreeable,1
333,Zingiber,disagreeable odor@disagreeable odor.,1
333,Zingiber,disagreeable odor@suffocating odor of fusel oil@slightly suffocating@nonresidual alcoholic,1
333,Zingiber,discernable at 0.5 to 5 ppm@sweet,1
333,Zingiber,distinct aromatic,1
333,Zingiber,distinctive ethereal odor,1
333,Zingiber,dry,1
333,Zingiber,extremely sharp@extremely acrid,1
333,Zingiber,extremely sharp@pungent odor,1
333,Zingiber,faint,1
333,Zingiber,faint aromatic odor,1
333,Zingiber,faint pleasant aromatic odor,1
333,Zingiber,fish-like odor when warm,1
333,Zingiber,floral odor@has a sweet honey-like odor when diluted@the odor of the concentrated solution is suffocating and unpleasant.,1
333,Zingiber,floral odor@odor of citronella oil,1
333,Zingiber,floral-fatty odor@citrus odor@similar to that of an orange peel@penetrating,1
333,Zingiber,fragrant and penetrating odor@penetrating aromatic odor,1
333,Zingiber,fragrant odor,1
333,Zingiber,fragrant odor resembling that of vanilla beans.@hay-like bittersweet odor,1
333,Zingiber,fragrant odor@fruity odor,1
333,Zingiber,fresh orange rose odor@penetrating aromatic odor,1
333,Zingiber,fresh pungent odor,1
333,Zingiber,fresh rosy odor@rose odor,1
333,Zingiber,fruity odor@characteristic odor,1
333,Zingiber,fruity odor@fruity with a brandy note,1
333,Zingiber,fruity-acid odor@unpleasant and irritating odor@slight odor,1
333,Zingiber,fruity-floral,1
333,Zingiber,fruity@characteristic odor similar to acetaldehyde@pungent,1
333,Zingiber,garlic-like odor@ethereal odor,1
333,Zingiber,gasoline-like,1
333,Zingiber,green grass odor@sharp,1
333,Zingiber,has a strong vinous odor@sweet@wine odor liquid@strong,1
333,Zingiber,has a weak citrus odor,1
333,Zingiber,highly volatile with a pungent odor,1
333,Zingiber,intense lemon-citronella-rose odor,1
333,Zingiber,ketonic and camphor odor,1
333,Zingiber,like almond@... bitter,1
333,Zingiber,like oil of bay,1
333,Zingiber,lilac,1
333,Zingiber,mild fruity odor,1
333,Zingiber,mint- or acetone-like odor,1
333,Zingiber,mustard-like odor,1
333,Zingiber,musty odor@odor like that of amyl alcohol,1
333,Zingiber,odor of lavender@sweet,1
333,Zingiber,odor of rotten cabbage@sulfidy@powerful,1
333,Zingiber,odor of thyme@a spicy-herbal,1
333,Zingiber,odor reminiscent of anise (differing from anethole),1
333,Zingiber,odor similar to that of bergamot oil and french lavender@typical floral odor free from camphoraceous and terpenic notes@floral,1
333,Zingiber,odorless@weak unpleasant odor@available forms have very slightly acrid odor,1
333,Zingiber,oily@weak citrus-lime odor,1
333,Zingiber,or having an odor resembling that of ozone@... slightly sharp odor ...,1
333,Zingiber,orange-rose odor@floral,1
333,Zingiber,otherwise exhibits characteristic odor of feces@unpleasant odor in high concentration but pleasant in dilute solution.@light jasmine odor,1
333,Zingiber,pear-like odor@fruity,1
333,Zingiber,peculiar lard-like odor,1
333,Zingiber,peculiar odor,1
333,Zingiber,penetrating fruity odor@characteristic banana,1
333,Zingiber,peppermint odor /dl-menthol/@cooling odor /89-78-1/,1
333,Zingiber,pine,1
333,Zingiber,pine odor@pine-like aroma,1
333,Zingiber,piney wood with trephy nuances...citrus and green minty and green spicy notes@insipid odor@camphor-like,1
333,Zingiber,pleasant odor reminiscent of that of tea roses and faintly of violets.,1
333,Zingiber,pleasant odor@faint,1
333,Zingiber,pleasant odor@fragrant,1
333,Zingiber,pleasant@terpene odor,1
333,Zingiber,powerful odor@at room temperature,1
333,Zingiber,pronounced fatty odor that develops a floral character on dilution,1
333,Zingiber,pungent odor reminiscent of ginger@sweet,1
333,Zingiber,pungent odor@penetrating fruity odor,1
333,Zingiber,pungent@moderately sharp,1
333,Zingiber,quinone odor@vapors have a chlorine-like odor@very strong buttery odor in dilute solution@strong odor,1
333,Zingiber,rancid odor@faint tallow-like odor when spectroscopically pure.,1
333,Zingiber,rose-like odor@floral@mild,1
333,Zingiber,rosy,1
333,Zingiber,"rosy refreshing and wet"" seashore""",1
333,Zingiber,sharp persistent odor,1
333,Zingiber,similar to ethanol@odor perception threshold: <@0.07-100 mg/cu-m@odor recognition threshold: 0.32-150 mg/cu m,1
333,Zingiber,slightly medicinal odor reminiscent of thyme@aromatic odor,1
333,Zingiber,slightly spicy odor@banana-like fruity odor,1
333,Zingiber,somewhat green and remotely lavender-like odor of moderate tenacity.@sweet,1
333,Zingiber,somewhat like peppermint,1
333,Zingiber,somewhat resembling the odor of benzaldehyde@... almond-like odor ...,1
333,Zingiber,somewhat sickening sweet and acrid odor,1
333,Zingiber,spice-clove odor,1
333,Zingiber,spicy,1
333,Zingiber,spicy aroma,1
333,Zingiber,spicy note@strong odor of cinnamon,1
333,Zingiber,strong odor,1
333,Zingiber,suffocating,1
333,Zingiber,sweet rose odor@pleasant geranium-like odor@pleasant,1
333,Zingiber,sweet rose@the odor of pure nerol is sweet,1
333,Zingiber,sweetish aromatic odor@mild pleasant odor@when pure,1
333,Zingiber,sweetish smell@pleasant aromatic vanilla odor,1
333,Zingiber,synthetic acid is odorless,1
333,Zingiber,tarry odor@somewhat sickeningly sweet and acrid,1
333,Zingiber,the low molecular- weight ester isoamyl acetate (iaa)... is a liquid with an intense,1
333,Zingiber,thymol odor@medicinal smoke odor,1
333,Zingiber,turpentine-like odor@terpene odor,1
333,Zingiber,unpleasant odor@disagreeable odor like garlic@pungent,1
333,Zingiber,unpleasant@choking odor,1
333,Zingiber,warm woody,1
333,Zingiber,wine-like,1
333,Zingiber,winey,1
333,Zingiber,wood odor@flowery-fresh odor and reminiscent of lily of the valley,1
333,Zingiber,woody,1
333,Zingiber,woody or resinous aroma@piney,1
333,Zingiber,woody-earthy,1
